movie_title,rating,genre,in_theaters_date,movie_info,directors,director_gender,tomatometer_rating,audience_rating,critics_consensus
Shazam!,PG-13,"Action & Adventure, Science Fiction & Fantasy",4/5/19,"We all have a superhero inside us, it just takes a bit of magic to bring it out. In Billy Batson's (Asher Angel) case, by shouting out one word--SHAZAM!--this streetwise 14-year-old foster kid can turn into the adult Super Hero Shazam (Zachary Levi), courtesy of an ancient wizard. Still a kid at heart--inside a ripped, godlike body--Shazam revels in this adult version of himself by doing what any teen would do with superpowers: have fun with them! Can he fly? Does he have X-ray vision? Can he shoot lightning out of his hands? Can he skip his social studies test? Shazam sets out to test the limits of his abilities with the joyful recklessness of a child. But he'll need to master these powers quickly in order to fight the deadly forces of evil controlled by Dr. Thaddeus Sivana (Strong).",David F. Sandberg,male,90,83,"An effortlessly entertaining blend of humor and heart, Shazam! is a superhero movie that never forgets the genre's real power: joyous wish fulfillment."
Skin,R,Drama,7/26/19,"A white supremacist reforms his life after falling in love but saying goodbye to his skinhead life isn't a clean process. He must betray his former gang and work alongside the FBI in order to remove the body ink that has represented his identity for so long, as well as the burden of the gang's crimes he has carried.",Guy Nattiv,male,78,86,"Skin could stand to go a bit deeper below its surface, but a worthy story and a committed performance from Jamie Bell make this timely drama well worth a watch."
Spider-Man: Far From Home,PG-13,"Action & Adventure, Science Fiction & Fantasy",7/2/19,"Peter Parker returns in Spider-Man: Far From Home, the next chapter of the Spider-Man: Homecoming series! Our friendly neighborhood Super Hero decides to join his best friends Ned, MJ, and the rest of the gang on a European vacation. However, Peter's plan to leave super heroics behind for a few weeks are quickly scrapped when he begrudgingly agrees to help Nick Fury uncover the mystery of several elemental creature attacks, creating havoc across the continent!",Jon Watts,male,90,95,"A breezily unpredictable blend of teen romance and superhero action, Spider-Man: Far from Home stylishly sets the stage for the next era of the MCU."
Stuber,R,"Action & Adventure, Comedy",7/12/19,"When a mild-mannered Uber driver named Stu (Kumail Nanjiani) picks up a passenger (Dave Bautista) who turns out to be a cop hot on the trail of a brutal killer, he's thrust into a harrowing ordeal where he desperately tries to hold onto his wits, his life and his five-star rating.",Michael Dowse,male,42,79,"Though it makes a strong case for future collaborations between Kumail Nanjiani and Dave Bautista, Stuber fails to mesh its contrasting genres, settling for an overtly violent, mildly entertaining diversion that's far from a five-star ride."
Sword of Trust,R,Drama,7/12/19,"When Cynthia & Mary (Jillian Bell & Michaela Watkins) show up to collect Cynthia's inheritance from her deceased grandfather, the only item she's received is an antique sword that was believed by her grandfather to be proof that the South won the Civil War. The two attempt to unload the object to a curmudgeonly pawnshop owner (Marc Maron) & his man-child sidekick Nathaniel (Jon Bass). When Mel and Nathaniel discover there's a black market for the relic, the two pairs reluctantly join forces to sell this rarefied 'prover item' to the highest bidder. The adventure that ensues takes the four of them on a wild journey into the depths of conspiracy theory and Southern disillusionment.",Lynn Shelton,female,93,70,Expertly drawn characters and a strong senes of humanity make Sword of Trust an enjoyable -- if at times meandering -- journey.
Teen Spirit,PG-13,Drama,4/19/19,"Violet (Elle Fanning) is a shy teenager who dreams of escaping her small town and pursuing her passion to sing. With the help of an unlikely mentor, she enters a local singing competition that will test her integrity, talent and ambition. Driven by a pop-fueled soundtrack, Teen Spirit is a visceral and stylish spin on the Cinderella story.",Max Minghella,male,73,61,"Teen Spirit tells a story we know by heart, but writer-director Max Minghella's connection to the material and Elle Fanning's remarkable performance add an effective hook."
The Aftermath,R,Drama,3/15/19,"THE AFTERMATH is set in postwar Germany in 1946. Rachael Morgan (Keira Knightley) arrives in the ruins of Hamburg in the bitter winter, to be reunited with her husband Lewis (Jason Clarke), a British colonel charged with rebuilding the shattered city. But as they set off for their new home, Rachael is stunned to discover that Lewis has made an unexpected decision: They will be sharing the grand house with its previous owners, a German widower (Alexander Skarsgård) and his troubled daughter. In this charged atmosphere, enmity and grief give way to passion and betrayal.",James Kent,male,27,54,"Tasteful to a fault, The Aftermath is worth seeking out only for the most passionate period drama enthusiasts."
The Art of Self-Defense,R,Comedy,7/19/19,"After he's attacked on the street at night by a roving motorcycle gang, timid bookkeeper Casey (Jesse Eisenberg) joins a neighborhood karate studio to learn how to protect himself. Under the watchful eye of a charismatic instructor, Sensei (Alessandro Nivola), and hardcore brown belt Anna (Imogen Poots), Casey gains a newfound sense of confidence for the first time in his life. But when he attends Sensei's mysterious night classes, he discovers a sinister world of fraternity, brutality and hyper-masculinity, presenting a journey that places him squarely in the sights of his enigmatic new mentor. Audacious and offbeat, The Art of Self-Defense is an original dark comedy that takes toxic masculinity to absurd extremes.",Riley Stearns,male,83,63,The Art of Self-Defense grapples compellingly with modern American masculinity -- and serves as an outstanding calling card for writer-director Riley Stearns.
The Beach Bum,R,Comedy,3/29/19,"THE BEACH BUM follows the hilarious misadventures of Moondog (Matthew McConaughey), a rebellious rogue who always lives life by his own rules. Co-starring Snoop Dog, Zac Efron, and Isla Fisher, THE BEACH BUM is a refreshingly original and subversive new comedy from director Harmony Korine (Kids, Spring Breakers).",Harmony Korine,male,55,30,"The role of a lifetime for Matthew McConaughey, The Beach Bum is set apart by Harmony Korine's distinctive style, but that isn't always enough to offset the unfocused story."
The Best of Enemies,PG-13,Drama,4/5/19,"Based on a true story, THE BEST OF ENEMIES centers on the unlikely relationship between Ann Atwater (Henson), an outspoken civil rights activist, and C.P. Ellis (Rockwell), a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",Robin Bissell,male,54,76,"The Best of Enemies has the best of intentions, but they're derailed by a problematic perspective and a disappointing lack of insight."
The Boy Who Harnessed the Wind,NR,"Art House & International, Drama",3/1/19,"Against all the odds, a thirteen year old boy in Malawi invents an unconventional way to save his family and village from famine. Based on the true story of William Kamkwamba.",Chiwetel Ejiofor,male,86,89,The Boy Who Harnessed the Wind earns its predictably uplifting arc through strong performances and impressive work from debuting director Chiwetel Ejiofor.
The Changeover,NR,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2/22/19,"Sixteen year-old Laura Chant (Erana James) lives with her mother and four-year-old brother Jacko (Benji Purchase) in a poor new suburb on the edge of a partially demolished Christchurch, New Zealand. Laura is drawn into a supernatural battle with an ancient spirit who attacks Jacko and slowly drains the life out of him as the spirit becomes ever younger. Laura discovers her true identity and the supernatural ability within her, and must harness it to save her brother's life.","Stuart McKenzie, Miranda Harcourt",female,70,65,"The Changeover may not bite deep enough for more seasoned horror fans, but it's spooky enough for its younger target demographic."
The Curse of La Llorona,R,Horror,4/19/19,"In 1970s Los Angeles, La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm. Their only hope to survive La Llorona's deadly wrath may be a disillusioned priest and the mysticism he practices to keep evil at bay, on the fringes where fear and faith collide.",Michael Chaves,male,29,41,"Content to coast on jump scares rather than tap into its story's creepy potential, The Curse of La Llorona arrives in theaters already broken."
The Dead Don't Die,R,"Comedy, Horror",6/14/19,"The greatest zombie cast ever disassembled starring Bill Murray, Adam Driver, Tilda Swinton, Chloë Sevigny, Steve Buscemi, Danny Glover, Caleb Landry Jones, Rosie Perez, Iggy Pop, Sara Driver, RZA, Selena Gomez, Carol Kane, Austin Butler, Luka Sabbat and Tom Waits. Written and directed by Jim Jarmusch.",Jim Jarmusch,male,56,38,"The Dead Don't Die dabbles with tones and themes to varying degrees of success, but sharp wit and a strong cast make this a zom-com with enough brains to consume."
The Fanatic,R,"Drama, Mystery & Suspense",8/30/19,"After Moose (John Travolta) gets cheated out of meeting his hero, Hunter Dunbar (Devon Sawa), he turns to stalking to get the celebrity interaction he feels he deserves. Harmless at first, Moose's actions begin to take a dark turn. Against the advice of his friend Leah (Ana Golja), Moose begins to make frequent visits to his hero's private home. As the visits continue to escalate, Dunbar find himself in increasing danger.",Fred Durst,male,18,32,"John Travolta gives it his oddly coiffed all, but The Fanatic rings hollow as an examination of the way fan appreciation can curdle into toxic obsession."
The Golem,NR,Horror,2/1/19,"During an outbreak of a deadly plague, a mystical woman must save her tight-knit Jewish community from foreign invaders, but the entity she conjures to protect them is a far greater evil.","Doron Paz, Yoav Paz",male,88,43,"A chillingly effective horror story rooted in rich folklore, The Golem blends centuries-old stories with timely themes to powerful effect."
The Great Hack,NR,Documentary,7/24/19,"Data, arguably the world's most valuable asset, is being weaponized to wage cultural and political wars. The dark world of data exploitation is uncovered through the unpredictable personal journeys of players on different sides of the explosive Cambridge Analytica/Facebook data story.","Jehane Noujaim, Karim Amer",female,87,64,The Great Hack offers an alarming glimpse of the way data is being weaponized for political gain -- and what it might mean for future elections.
The Haunting of Sharon Tate,R,"Drama, Horror, Mystery & Suspense",4/5/19,"Based on one of Hollywood's most chilling murder cases, this spellbinding thriller follows 26-year-old actress Sharon Tate (Hilary Duff), a rising star about to have her first baby with her husband, director Roman Polanski. Plagued by terrifying premonitions, Sharon sees her worst nightmares come to life with the appearance of Charles Manson and his deadly cult.",Daniel Farrands,male,21,35,The Haunting of Sharon Tate dishonors the events it seeks to dramatize with a poorly acted and offensively exploitative take on real-life tragedy.
The Head Hunter,NR,"Horror, Science Fiction & Fantasy",4/5/19,"A medieval warrior goes around hunting monsters that threaten mankind. Through his many battles, he's been able to amass a collection composed of the heads of his victims. To finish his collection, he searches for the monster that killed his daughter years ago.",Jordan Downey,male,100,55,
The Highwaymen,R,"Drama, Mystery & Suspense",3/15/19,"The outlaws made headlines. The lawmen made history. From director John Lee Hancock (The Blind Side), THE HIGHWAYMEN follows the untold true story of the legendary detectives who brought down Bonnie and Clyde. When the full force of the FBI and the latest forensic technology aren't enough to capture the nation's most notorious criminals, two former Texas Rangers (Kevin Costner and Woody Harrelson) must rely on their gut instincts and old school skills to get the job done.",John Lee Hancock,male,57,74,The Highwaymen depicts law enforcement's side of the Bonnie and Clyde manhunt -- a story that's unfortunately not quite as entertaining despite its marquee leads.
The Hole in the Ground,R,Horror,3/1/19,"Sarah and her young son Chris move to a new home in the Irish countryside, next to a forest that hides an enormous sinkhole. One night, Chris vanishes, and when he reappears, he seems unharmed and unchanged. But, as his behavior grows increasingly disturbing, Sarah begins to fear that the boy who has returned may not be her son at all.",Lee Cronin,male,85,52,The Hole in the Ground artfully exploits parental fears with a well-made horror outing that makes up in sheer effectiveness what it lacks in originality.
The House of the Devil,R,Horror,10/8/19,"Sam is a pretty college sophomore, so desperate to earn some cash for a deposit on an apartment that she accepts a babysitting job even after she finds out there is no baby. Mr. and Mrs. Ulman are the older couple who lure Sam out to their creeky Victorian mansion deep in the woods, just in time for a total lunar eclipse. Megan is Sam's best friend, who gives her a ride out to the house, and reluctantly leaves her there despite suspecting that something is amiss. Victor at first seems like just a creepy guy lurking around the house, but quickly makes it clear that Sam will end this night in a bloody fight for her life.",Ti West,male,87,63,"Though its underlying themes are familiar, House of the Devil effectively sheds the loud and gory cliches of contemporary horror to deliver a tense, slowly building throwback to the fright flicks of decades past."
The Hummingbird Project,R,"Comedy, Drama, Mystery & Suspense",3/15/19,"In this modern epic, Kim Nguyen exposes the ruthless edge of our increasingly digital world. Cousins from New York, Vincent (Jesse Eisenberg) and Anton (Alexander Skarsgård) are players in the high-stakes game of High-Frequency Trading, where winning is measured in milliseconds. Their dream? To build a straight fiber-optic cable line between Kansas and New Jersey, making them millions. But nothing is straightforward for this flawed pair. Anton is the brains, Vincent is the hustler, and together they push each other and everyone around them to the breaking point with their quixotic adventure. Constantly breathing down their necks is their old boss Eva Torres (Salma Hayek), a powerful, intoxicating and manipulative trader who will stop at nothing to come between them and beat them at their own game.",Kim Nguyen (IV),male,57,52,"Smart and well-acted, The Hummingbird Project marks a flawed yet undeniably intriguing addition to writer-director Kim Nguyen's filmography."
The Hustle,PG-13,Comedy,5/10/19,"Rebel Wilson and Anne Hathaway have winning chemistry as a pair of con artists plying their trade in a stunning seaside town in the south of France. Josephine Chesterfield (Hathaway) is a glamorous, seductive Brit with a sprawling home in Beaumont-sur-Mer and a penchant for defrauding gullible wealthy men from all corners of the world. Into her well-ordered, meticulously moneyed world bursts Penny Rust (Wilson), an Aussie who is as free-form and fun-loving as Josephine is calculated and cunning. Where Penny amasses wads of cash by ripping off her marks in neighborhood bars, Josephine fills her safe with massive diamonds after ensnaring her prey in glitzy casinos. Despite their different methods, both are masters of the art of the fleece so they con the men that have wronged women. Wilson's talent for physicality and Hathaway's withering wit are a combustible combination as the pair of scammers pull out all the stops to swindle a naïve tech billionaire (Alex Sharp).",Chris Addison,male,14,45,"The Hustle's stars might make an effective comedy team in a different setting, but this gender-flipped remake of a remake adds little beyond its feminine twist."
The Intruder,PG-13,Mystery & Suspense,5/3/19,"When a young married couple (Michael Ealy and Meagan Good) buys their dream house in the Napa Valley, they think they have found the perfect home to take their next steps as a family. But when the strangely attached seller (Dennis Quaid) continues to infiltrate their lives, they begin to suspect that he has hidden motivations beyond a quick sale.",Deon Taylor,male,32,70,"The Intruder might appeal to fans of shout-at-the-screen cinema, but this thriller's ludicrous plot robs it of suspense -- and undermines Dennis Quaid's suitably over-the-top performance."
The Kid,R,"Drama, Western",3/8/19,"In this thrilling Western, a young boy, Rio (Jake Schur), is forced to go on the run across the American Southwest in a desperate attempt to save his sister (Leila George) from his villainous uncle (Chris Pratt). Along the way, he encounters Sheriff Pat Garrett (Ethan Hawke), on the hunt for the infamous outlaw Billy the Kid (Dane DeHaan). Rio finds himself increasingly entwined in the lives of these two legendary figures as the cat and mouse game of Billy the Kid's final year of life plays out. Ultimately Rio is forced to choose which type of man he is going to become, the outlaw or the man of valor, and will use this self-realization in a final act to save his family.",Vincent D'Onofrio,male,45,48,"Well-framed, well-cast, and well-intentioned, The Kid still largely fails to set itself apart from the multitude of other westerns covering similar territory."
The Kid Who Would Be King,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",1/25/19,"Old school magic meets the modern world in the epic adventure THE KID WHO WOULD BE KING. Alex (Ashbourne Serkis) thinks he's just another nobody, until he stumbles upon the mythical Sword in the Stone, Excalibur. Now, he must unite his friends and enemies into a band of knights and, together with the legendary wizard Merlin (Patrick Stewart), take on the wicked enchantress Morgana (Rebecca Ferguson). With the future at stake, Alex must become the great leader he never dreamed he could be.",Joe Cornish,male,90,58,The Kid Who Would Be King recalls classic all-ages adventures -- and repurposes a timeless legend -- for a thoroughly enjoyable new addition to the family movie canon.
The King,R,Drama,10/11/19,"Hal (Timothée Chalamet), wayward prince and reluctant heir to the English throne, has turned his back on royal life and is living among the people. But when his tyrannical father dies, Hal is crowned King Henry V and is forced to embrace the life he had previously tried to escape. Now the young king must navigate the palace politics, chaos and war his father left behind, and the emotional strings of his past life -- including his relationship with his closest friend and mentor, the ageing alcoholic knight, John Falstaff (Joel Edgerton).",David Michôd,male,72,86,"While The King is sometimes less than the sum of its impressive parts, strong source material and gripping performances make this a period drama worth hailing."
The Last Black Man in San Francisco,R,Drama,6/7/19,"Jimmie Fails dreams of reclaiming the Victorian home his grandfather built in the heart of San Francisco. Joined on his quest by his best friend Mont, Jimmie searches for belonging in a rapidly changing city that seems to have left them behind.",Joe Talbot,male,93,84,"An affecting story powerfully told, The Last Black Man in San Francisco immediately establishes director Joe Talbot as a filmmaker to watch."
The Laundromat,R,"Comedy, Drama",9/27/19,"When her idyllic vacation takes an unthinkable turn, Ellen Martin (Academy Award winner Meryl Streep) begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass even larger fortunes. The charming -- and very well-dressed -- founding partners Jürgen Mossack (Academy Award winner Gary Oldman) and Ramón Fonseca (Golden Globe nominee Antonio Banderas) are experts in the seductive ways shell companies and offshore accounts help the rich and powerful prosper. They are about to show us that Ellen's predicament only hints at the tax evasion, bribery and other illicit absurdities that the super wealthy indulge in to support the world's corrupt financial system.",Steven Soderbergh,male,41,45,The Laundromat misuses its incredible cast by taking a disappointingly blunt and unfocused approach to dramatizing the real-life events that inspired it.
The LEGO Movie 2: The Second Part,PG,"Animation, Comedy",2/8/19,"The much-anticipated sequel to the critically acclaimed, global box office phenomenon that started it all, ""The LEGO (R) Movie 2: The Second Part,"" reunites the heroes of Bricksburg in an all new action-packed adventure to save their beloved city. It's been five years since everything was awesome and the citizens are now facing a huge new threat: LEGO DUPLO (R) invaders from outer space, wrecking everything faster than it can be rebuilt. The battle to defeat the invaders and restore harmony to the LEGO universe will take Emmet (Chris Pratt), Lucy (Elizabeth Banks), Batman (Will Arnett) and their friends to faraway, unexplored worlds, including a strange galaxy where everything is a musical. It will test their courage, creativity and Master Building skills, and reveal just how special they really are.",Mike Mitchell,male,85,69,"While it isn't quite as much fun as its predecessor, The LEGO Movie 2: The Second Part fits neatly into an animated all-ages franchise with heart and humor to spare."
The Lion King,PG,"Action & Adventure, Animation, Drama",7/19/19,"From Disney Live Action, director Jon Favreau's all-new ""The Lion King"" journeys to the African savanna where a future king is born. Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother-and former heir to the throne-has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",Jon Favreau,male,53,88,"While it can take pride in its visual achievements,The Lion King is a by-the-numbers retelling that lacks the energy and heart that made the original so beloved--though for some fans that may just be enough."
The Man Who Killed Don Quixote,NR,"Action & Adventure, Comedy, Drama",4/19/19,"Toby (Adam Driver), a cynical advertising director, finds himself trapped in the outrageous delusions of an old Spanish shoe-maker (Jonathan Pryce) who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth -- a film that changed the hopes and dreams of a small Spanish village forever. Can Toby make amends and regain his humanity? Can Don Quixote survive his madness and imminent death? Or will love conquer all?",Terry Gilliam,male,63,66,"The Man Who Killed Don Quixote may not live up to long-gestating expectations, but it bears enough of director Terry Gilliam's signature creative stamp to satisfy fans."
The Man Who Killed Hitler and Then The Bigfoot,NR,"Action & Adventure, Mystery & Suspense",2/8/19,"THE MAN WHO KILLED HITLER AND THEN THE BIGFOOT follows the epic adventures of an American legend that no one has ever heard of. Since WWII, Calvin Barr (Elliott) has lived with the secret that he was responsible for the assassination of Adolf Hitler. Now, decades later, the US government has called on him again for a new top-secret mission. Bigfoot has been living deep in the Canadian wilderness and is carrying a deadly plague that is now threatening to spread to the general population. Relying on the same skills that he honed during the war, Calvin must set out to save the free world yet again.",Robert D. Krzykowski,male,76,51,"The Man Who Killed Hitler and Then the Bigfoot just about lives up to the wild promise of its title, due in no small part to Sam Elliott's world-weary work in the title role."
The Mustang,R,Drama,3/15/19,"Roman (Matthias Schoenaerts), a convict in a rural Nevada prison who struggles to escape his violent past, is required to participate in an ""outdoor maintenance"" program as part of his state-mandated social rehabilitation. Spotted by a no-nonsense veteran trainer (Bruce Dern) and helped by an outgoing fellow inmate and trick rider (Jason Mitchell), Roman is accepted into the selective wild horse training section of the program, where he finds his own humanity in gentling an especially unbreakable mustang.",Laure de Clermont-Tonnerre,male,94,76,The Mustang finds fresh perspectives in a familiar redemption tale brought brilliantly to life by powerful performances from Bruce Dern and Matthias Schoenaerts.
The Prodigy,R,Horror,2/8/19,"In her much-anticipated foray into the horror-thriller genre, Golden Globe and Emmy nominee Taylor Schilling stars in THE PRODIGY as Sarah, a mother whose young son Miles' disturbing behavior signals that an evil, possibly supernatural force has overtaken him. Fearing for her family's safety, Sarah must choose between her maternal instinct to love and protect Miles and a desperate need to investigate what -- or who -- is causing his dark turn. She is forced to look for answers in the past, taking the audience on a wild ride; one where the line between perception and reality becomes frighteningly blurry.",Nicholas McCarthy,male,43,38,"The Prodigy doesn't take the bad seed genre to any truly new places, but for horror fans in search of an evil child to fear, it might still be worth a watch."
The Professor,R,"Comedy, Drama",5/17/19,"Richard (Johnny Depp), a buttoned-down college lecturer who, after learning he has six months to live, transforms into a rebellious party animal. To the shock of his wife (Rosemarie DeWitt) and school chancellor (Ron Livingston)--and the delight of his students--Richard leads a hilarious crusade against authority and hypocrisy in this dark comedy costarring Zoey Deutch.",Wayne Roberts,male,10,76,"A muddled story populated with thinly written characters and arranged around a misguided Johnny Depp performance, The Professor fails early and often."
The Professor and the Madman,NR,Drama,5/10/19,"Based on the worldwide best-selling novel by Simon Winchester, THE PROFESSOR AND THE MADMAN is an extraordinary true tale of madness, genius, and obsession about two remarkable men who created history with the writing of the Oxford English Dictionary. The compilation of the Oxford English Dictionary began in 1857 and was one of the most ambitious, and revolutionary projects ever undertaken. Professor James Murray (Mel Gibson) took on the challenge of creating the most comprehensive dictionary ever compiled, but knew that it would take him and his team over a century to compile all known definitions. However, by ""crowd sourcing"" the work, that is, by enlisting definitions from people all over the world, the dictionary could be compiled in mere decades. As definitions were collected, the overseeing committee, led by Professor Murray, discovered that one man, Dr. W.C. Minor (Sean Penn), had submitted more than ten thousand words. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was a convicted murderer and being held at an asylum for the criminally insane.",Farhad Safinia,male,38,76,
The Public,PG-13,Drama,4/5/19,"In ""The Public"" an unusually bitter Arctic blast has made its way to downtown Cincinnati and the front doors of the public library where the action of the film takes place. At odds with library officials over how to handle the extreme weather event, some homeless patrons turn the building into a shelter for the night by staging an ""Occupy"" sit in. What begins as an act of civil disobedience becomes a stand-off with police and a rush-to-judgment media constantly speculating about what's really happening. This David versus Goliath story tackles some of our nation's most challenging issues, homelessness and mental illness and sets the drama inside one of the last bastions of democracy-in-action: your public library.",Emilio Estevez,male,66,82,"Its intentions are sometimes easier to appreciate than its execution, but The Public remains an earnest and reasonably engaging social advocacy drama."
The Secret Life of Pets 2,PG,"Animation, Comedy",6/7/19,"THE SECRET LIFE OF PETS 2 will follow summer 2016's blockbuster about the lives our pets lead after we leave for work or school each day. Illumination founder and CEO Chris Meledandri and his longtime collaborator Janet Healy will produce the sequel to the comedy that had the best opening ever for an original film, animated or otherwise. THE SECRET LIFE OF PETS 2 will see the return of writer Brian Lynch (Minions) and once again be directed by Chris Renaud (Despicable Me series, Dr. Seuss' The Lorax).","Chris Renaud, Jonathan Del Val",male,59,90,"The Secret Life of Pets 2 doesn't teach its animated stars any new narrative tricks -- but for fans of the original, this funny, energetic sequel should still satisfy."
The Souvenir,R,Drama,5/17/19,"A shy film student begins finding her voice as an artist while navigating a turbulent courtship with a charismatic but untrustworthy man. She defies her protective mother and concerned friends as she slips deeper and deeper into an intense, emotionally fraught relationship which comes dangerously close to destroying her dreams.",Joanna Hogg,female,90,34,"Made by a filmmaker in command of her craft and a star perfectly matched with the material, The Souvenir is a uniquely impactful coming of age drama."
The Standoff at Sparrow Creek,NR,"Drama, Mystery & Suspense",1/18/19,"After a mass shooting at a police funeral, reclusive ex-cop Gannon finds himself unwittingly forced out of retirement when he realizes that the killer belongs to the same militia he joined after quitting the force. Understanding that the shooting could set off a chain reaction of copycat violence across the country, Gannon quarantines his fellow militiamen in the remote lumber mill they call their headquarters. There, he sets about a series of grueling interrogations, intent on ferreting out the killer and turning him over to the authorities to prevent further bloodshed.",Henry Dunham,male,77,67,"Taut and unpredictable, The Standoff at Sparrow Creek should satisfy suspense fans in the mood for a well-told story topped with a generous helping of violence."
The Sun Is Also a Star,PG-13,"Drama, Romance",5/17/19,"College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet--and fall for each other--over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family's deportation as fiercely as she's fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together. A modern-day story about finding love against all odds, ""The Sun Is Also a Star"" explores whether our lives are determined by fate or the random events of the universe.",Ry Russo-Young,female,51,63,"The Sun Is Also a Star has a pair of easy-to-love leads, but tests the audience's affection with a storyline that strains credulity past the breaking point."
The Unicorn,NR,Comedy,2/1/19,"When an engaged couple, Caleb (Nick Rutherford) and Malory (Lauren Lapkus), is forced to visit Palm Springs for a weekend to celebrate Malory's parents' 25th wedding vow renewal, they discover the apparent secret to their happy marriage. Determined to properly celebrate their own 're-engagement,' they set out on a wild night, but this fun and innocent new experience takes an intense turn, exposing deeper relationship problems and threatening their future together.",Robert Schwartzman,male,91,66,
The Upside,PG-13,"Comedy, Drama",1/11/19,"Inspired by a true story, The Upside is a heartfelt comedy about a recently paroled ex-convict (Kevin Hart) who strikes up an unusual and unlikely friendship with a paralyzed billionaire (Bryan Cranston). Directed by Neil Burger and written by Jon Hartmere, The Upside is based on the hit 2011 French film The Intouchables.",Neil Burger,male,41,82,"Preachy, manipulative, and frustratingly clichéd, The Upside showcases Bryan Cranston and Kevin Hart's chemistry without ever taking full advantage of it."
The Vanishing,R,Mystery & Suspense,1/4/19,"Gerard Butler (Hunter Killer) and Peter Mullan (""Ozark"") star in this tense, action-packed thriller based on true events. After three lighthouse keepers arrive for work on a remote Scottish isle, they make a fateful discovery: a wrecked rowboat-with a chest full of gold. As a mysterious boat heads toward the island, the three men make a choice that will change their lives forever, ensnaring them in a web of greed, paranoia, and murder.",Kristoffer Nyholm,male,86,47,"Suspenseful atmosphere, an evocative setting, and a strong cast keep audiences invested throughout The Vanishing's patient approach to unraveling its mystery."
The White Crow,R,Drama,4/26/19,"Ralph Fiennes' THE WHITE CROW was inspired by the book Rudolf Nureyev: The Life by Julie Kavanaugh. The drama charts the iconic dancer's famed defection from the Soviet Union to the West in 1961, despite KGB efforts to stop him.",Ralph Fiennes,male,66,83,"The White Crow lacks the nimble grace of its subject, but as a reasonably diverting primer on a pivotal period in the life of a brilliant artist, it just about sticks the landing."
The Wind,R,Horror,4/5/19,"An unseen evil haunts the homestead in this chilling, folkloric tale of madness, paranoia, and otherworldly terror. Lizzy (Caitlin Gerard) is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization in a desolate wilderness where the wind never stops howling, she begins to sense a sinister presence that seems to be borne of the land itself, an overwhelming dread that her husband (Ashley Zukerman) dismisses as superstition. When a newlywed couple arrives on a nearby homestead, their presence amplifies Lizzy's fears, setting into motion a shocking chain of events. Masterfully blending haunting visuals with pulse-pounding sound design, director Emma Tammi evokes a godforsaken world in which the forces of nature come alive with quivering menace.",Emma Tammi,female,81,55,"Imperfect yet intriguing, The Wind offers horror fans an admirably ambitious story further distinguished by its fresh perspective and effective scares."
Then Came You,NR,"Comedy, Romance",2/1/19,"THEN CAME YOU is a sweet, uplifting tale that reminds us it's not how long we live, but how we live the life we have, that matters. The film tells the story of Skye (Maisie Williams), a spunky teenager with a terminal illness who befriends Calvin (Asa Butterfield), a 19-year old hypochondriac who is afraid of his own shadow. Calvin helps Skye carry out her eccentric bucket list of things to do before she dies. In the process, he learns to confront and conquer his own fears, including falling in love with the beautiful, but seemingly untouchable, Izzy (Nina Dobrev).",Peter Hutchings,male,59,79,
Tolkien,PG-13,Drama,5/10/19,"TOLKIEN explores the formative years of the renowned author's life as he finds friendship, courage and inspiration among a fellow group of writers and artists at school. Their brotherhood strengthens as they grow up and weather love and loss together, including Tolkien's tumultuous courtship of his beloved Edith Bratt, until the outbreak of the First World War which threatens to tear their fellowship apart. All of these experiences would later inspire Tolkien to write his famous Middle-earth novels.",Dome Karukoski,male,51,75,"Tolkien has the period trappings and strong performances of a worthy biopic, but lacks the imagination required to truly do its subject justice."
